WigleWifi-1.4,appRelease=2.53,model=D1-Mini-Pro,release=0.0.0,device=NetDash,display=SSD1306,board=ESP8266,brand=Wemos
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
E8:1D:A8:7D:8B:59,DWW-Guest-Wifi,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,4,-79,33.887688,-118.029566,20.4,80,WIFI
00:80:AE:C0:83:81,hug2g843283,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,1,-81,33.887688,-118.029566,20.4,80,WIFI
00:04:F3:1A:96:80,xbee-0004F31A9680,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,6,-83,33.887688,-118.029566,20.4,80,WIFI
84:A0:6E:CA:13:16,Affluent-2G,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,6,-71,33.887688,-118.029566,20.4,80,WIFI
D8:0D:17:C5:5C:0E,TP-LINK_Smart Plug_5C0E,00:30:44:62:91:D7,KIMSBY HOUSE 2G,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,6,-88,33.887688,-118.029566,20.4,80,WIFI
B8:66:85:CD:4A:E6,MySpectrumWiFie0-2G,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,6,-78,33.887688,-118.029566,20.4,80,WIFI
D8:38:FC:08:60:28,DWW-2.4,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,1,-92,33.887688,-118.029566,20.4,80,WIFI
D8:38:FC:8A:7E:98,DWW-SDI,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,7,-83,33.887688,-118.029566,20.4,80,WIFI
D8:38:FC:CA:7E:98,DWW-SFS,[WEP][ESS],2023-3-5 2:27:20,7,-86,33.887688,-118.029566,20.4,80,WIFI
D8:38:FC:0A:7E:99,DWW-BC,[WEP][ESS],2023-3-5 2:27:20,7,-85,33.887688,-118.029566,20.4,80,WIFI
D8:38:FC:4A:7E:99,DWW-Guest-Wifi,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,7,-83,33.887688,-118.029566,20.4,80,WIFI
D8:38:FC:0A:7E:98,DWW-2.4,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,7,-84,33.887688,-118.029566,20.4,80,WIFI
D8:38:FC:4A:7E:98,DWW-BC2,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,7,-85,33.887688,-118.029566,20.4,80,WIFI
04:18:D6:C2:29:AF,DWW-IT-WiFi-Extender,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,1,-82,33.887688,-118.029566,20.4,80,WIFI
A8:97:CD:CA:61:80,Frontier0576,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,11,-82,33.887688,-118.029566,20.4,80,WIFI
0E:8D:9B:DF:BA:91,MVP-West Employee,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,11,-86,33.887688,-118.029566,20.4,80,WIFI
0E:8D:9B:DF:BA:92,MVP-West Guest,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,11,-86,33.887688,-118.029566,20.4,80,WIFI
E0:CB:BC:91:55:B2,Starbucks WiFi,[ESS],2023-3-5 2:27:20,11,-86,33.887688,-118.029566,20.4,80,WIFI
EA:CB:BC:91:55:B2,notes,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,11,-87,33.887688,-118.029566,20.4,80,WIFI
84:BB:69:B4:75:E2,Frontier5120,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,11,-87,33.887688,-118.029566,20.4,80,WIFI
D8:38:FC:08:60:29,DWW-BC,[WEP][ESS],2023-3-5 2:27:20,1,-93,33.887688,-118.029566,20.4,80,WIFI
D8:38:FC:48:60:29,DWW-Guest-Wifi,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,1,-92,33.887688,-118.029566,20.4,80,WIFI
E0:CB:BC:91:97:63,Starbucks WiFi,[ESS],2023-3-5 2:27:20,1,-71,33.887688,-118.029566,20.4,80,WIFI
E6:CB:BC:91:97:63,smll,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,1,-71,33.887688,-118.029566,20.4,80,WIFI
EA:CB:BC:91:97:63,notes,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,1,-72,33.887688,-118.029566,20.4,80,WIFI
EE:CB:BC:91:97:63,sip,[ESS],2023-3-5 2:27:20,1,-71,33.887688,-118.029566,20.4,80,WIFI
B0:39:56:A7:00:DD,Frontier8212,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,1,-84,33.887688,-118.029566,20.4,80,WIFI
00:80:AE:C0:83:81,hug2g843283,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,1,-80,33.887688,-118.029566,20.4,80,WIFI
52:AB:F8:0C:DF:7A,Verizon_9KFYY4_Guest,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,1,-88,33.887688,-118.029566,20.4,80,WIFI
04:18:D6:C2:29:AF,DWW-IT-WiFi-Extender,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,1,-82,33.887688,-118.029566,20.4,80,WIFI
E8:48:B8:10:DC:34,TP-Link_DC34,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,2,-85,33.887688,-118.029566,20.4,80,WIFI
E8:1D:A8:3D:8B:58,DWW-2.4,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,4,-80,33.887688,-118.029566,20.4,80,WIFI
E8:1D:A8:7D:8B:58,DWW-BC2,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,4,-81,33.887688,-118.029566,20.4,80,WIFI
E8:1D:A8:BD:8B:58,DWW-SDI,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,4,-81,33.887688,-118.029566,20.4,80,WIFI
E8:1D:A8:FD:8B:58,DWW-SFS,[WEP][ESS],2023-3-5 2:27:20,4,-82,33.887688,-118.029566,20.4,80,WIFI
E8:1D:A8:3D:8B:59,DWW-BC,[WEP][ESS],2023-3-5 2:27:20,4,-81,33.887688,-118.029566,20.4,80,WIFI
E8:1D:A8:7D:8B:59,DWW-Guest-Wifi,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,4,-80,33.887688,-118.029566,20.4,80,WIFI
4C:AB:F8:0C:DF:7A,Verizon_9KFYY4,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,1,-88,33.887688,-118.029566,20.4,80,WIFI
00:04:F3:1A:96:80,xbee-0004F31A9680,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,6,-84,33.887688,-118.029566,20.4,80,WIFI
00:30:44:62:91:D7,KIMSBY HOUSE 2G,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,6,-87,33.887688,-118.029566,20.4,80,WIFI
84:A0:6E:CA:13:16,Affluent-2G,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,6,-68,33.887688,-118.029566,20.4,80,WIFI
B8:66:85:CD:4A:E6,MySpectrumWiFie0-2G,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,6,-77,33.887688,-118.029566,20.4,80,WIFI
68:FF:7B:72:94:04,TP-LINK_Smart Plug_9404,D8:0D:17:C5:5C:0E,TP-LINK_Smart Plug_5C0E,D8:38:FC:08:5C:88,DWW-2.4,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,7,-87,33.887688,-118.029566,20.4,80,WIFI
00:54:AF:41:41:B9,Hotspot41B9,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,8,-86,33.887688,-118.029566,20.4,80,WIFI
D8:38:FC:08:60:29,DWW-BC,[WEP][ESS],2023-3-5 2:27:20,1,-91,33.887688,-118.029566,20.4,80,WIFI
84:BB:69:B4:75:E2,Frontier5120,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,11,-83,33.887688,-118.029566,20.4,80,WIFI
0E:8D:9B:DF:BA:91,MVP-West Employee,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,11,-83,33.887688,-118.029566,20.4,80,WIFI
0E:8D:9B:DF:BA:92,MVP-West Guest,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,11,-83,33.887688,-118.029566,20.4,80,WIFI
98:F7:81:E3:7A:D2,Frontier3040,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,11,-91,33.887688,-118.029566,20.4,80,WIFI
D8:38:FC:0A:2A:08,DWW-2.4,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,11,-94,33.887688,-118.029566,20.4,80,WIFI
E0:CB:BC:91:97:63,Starbucks WiFi,[ESS],2023-3-5 2:27:20,1,-73,33.887688,-118.029566,20.4,80,WIFI
E6:CB:BC:91:97:63,smll,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,1,-73,33.887688,-118.029566,20.4,80,WIFI
EA:CB:BC:91:97:63,notes,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,1,-73,33.887688,-118.029566,20.4,80,WIFI
EE:CB:BC:91:97:63,sip,[ESS],2023-3-5 2:27:20,1,-74,33.887688,-118.029566,20.4,80,WIFI
00:80:AE:C0:83:81,hug2g843283,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,1,-78,33.887688,-118.029566,20.4,80,WIFI
B0:39:56:A7:00:DD,Frontier8212,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,1,-83,33.887688,-118.029566,20.4,80,WIFI
4C:AB:F8:0C:DF:7A,Verizon_9KFYY4,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,1,-89,33.887688,-118.029566,20.4,80,WIFI
E8:48:B8:10:DC:34,TP-Link_DC34,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,2,-80,33.887688,-118.029566,20.4,80,WIFI
C0:EA:E4:17:D0:CB,sonicwall-D0CB,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,2,-88,33.887688,-118.029566,20.4,80,WIFI
52:AB:F8:0C:DF:7A,Verizon_9KFYY4_Guest,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,1,-89,33.887688,-118.029566,20.4,80,WIFI
E8:1D:A8:3D:8B:58,DWW-2.4,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,4,-80,33.887688,-118.029566,20.4,80,WIFI
E8:1D:A8:7D:8B:58,DWW-BC2,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,4,-80,33.887688,-118.029566,20.4,80,WIFI
E8:1D:A8:BD:8B:58,DWW-SDI,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,4,-79,33.887688,-118.029566,20.4,80,WIFI
E8:1D:A8:FD:8B:58,DWW-SFS,[WEP][ESS],2023-3-5 2:27:20,4,-80,33.887688,-118.029566,20.4,80,WIFI
E8:1D:A8:3D:8B:59,DWW-BC,[WEP][ESS],2023-3-5 2:27:20,4,-79,33.887688,-118.029566,20.4,80,WIFI
E8:1D:A8:7D:8B:59,DWW-Guest-Wifi,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,4,-80,33.887688,-118.029566,20.4,80,WIFI
D4:BD:4F:9F:A8:88,DWW-SDI,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,4,-92,33.887688,-118.029566,20.4,80,WIFI
00:04:F3:1A:96:80,xbee-0004F31A9680,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,6,-87,33.887688,-118.029566,20.4,80,WIFI
84:A0:6E:CA:13:16,Affluent-2G,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,6,-69,33.887688,-118.029566,20.4,80,WIFI
D8:0D:17:C5:5C:0E,TP-LINK_Smart Plug_5C0E,68:FF:7B:72:94:04,TP-LINK_Smart Plug_9404,00:30:44:62:91:D7,KIMSBY HOUSE 2G,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,6,-93,33.887688,-118.029566,20.4,80,WIFI
D8:38:FC:08:60:28,DWW-2.4,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,1,-94,33.887688,-118.029566,20.4,80,WIFI
D8:38:FC:C8:60:28,DWW-SFS,[WEP][ESS],2023-3-5 2:27:20,1,-94,33.887688,-118.029566,20.4,80,WIFI
D8:38:FC:0A:7E:98,DWW-2.4,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,7,-84,33.887688,-118.029566,20.4,80,WIFI
D8:38:FC:4A:7E:98,DWW-BC2,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,7,-84,33.887688,-118.029566,20.4,80,WIFI
D8:38:FC:8A:7E:98,DWW-SDI,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,7,-84,33.887688,-118.029566,20.4,80,WIFI
D8:38:FC:CA:7E:98,DWW-SFS,[WEP][ESS],2023-3-5 2:27:20,7,-86,33.887688,-118.029566,20.4,80,WIFI
D8:38:FC:0A:7E:99,DWW-BC,[WEP][ESS],2023-3-5 2:27:20,7,-84,33.887688,-118.029566,20.4,80,WIFI
D8:38:FC:4A:7E:99,DWW-Guest-Wifi,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,7,-80,33.887688,-118.029566,20.4,80,WIFI
4C:AB:F8:1D:12:96,Verizon_H4HR64,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,1,-92,33.887688,-118.029566,20.4,80,WIFI
1C:B9:C4:7B:D5:93,Recover.Me-3BD590,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,9,-86,33.887688,-118.029566,20.4,80,WIFI
E0:CB:BC:91:55:B2,Starbucks WiFi,[ESS],2023-3-5 2:27:20,11,-94,33.887688,-118.029566,20.4,80,WIFI
E6:CB:BC:91:55:B2,smll,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,11,-85,33.887688,-118.029566,20.4,80,WIFI
EA:CB:BC:91:55:B2,notes,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,11,-86,33.887688,-118.029566,20.4,80,WIFI
EE:CB:BC:91:55:B2,sip,[ESS],2023-3-5 2:27:20,11,-86,33.887688,-118.029566,20.4,80,WIFI
98:F7:81:E3:7A:D2,Frontier3040,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,11,-92,33.887688,-118.029566,20.4,80,WIFI
38:4C:90:90:82:C0,DG1670AC2,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,11,-85,33.887688,-118.029566,20.4,80,WIFI
E0:1F:2B:DA:EF:80,TMOBILE-EF77,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,11,-94,33.887688,-118.029566,20.4,80,WIFI
0E:8D:9B:DF:BA:91,MVP-West Employee,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,11,-85,33.887688,-118.029566,20.4,80,WIFI
0E:8D:9B:DF:BA:92,MVP-West Guest,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:20,11,-84,33.887688,-118.029566,20.4,80,WIFI
E0:CB:BC:91:97:63,Starbucks WiFi,[ESS],2023-3-5 2:27:30,1,-72,33.887690,-118.029570,20.6,80,WIFI
04:18:D6:C2:29:AF,DWW-IT-WiFi-Extender,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,1,-81,33.887690,-118.029570,20.6,80,WIFI
00:80:AE:C0:83:81,hug2g843283,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,1,-81,33.887690,-118.029570,20.6,80,WIFI
B0:39:56:A7:00:DD,Frontier8212,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,1,-82,33.887690,-118.029570,20.6,80,WIFI
D8:38:FC:08:60:28,DWW-2.4,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,1,-88,33.887690,-118.029570,20.6,80,WIFI
D8:38:FC:48:60:28,DWW-BC2,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,1,-89,33.887690,-118.029570,20.6,80,WIFI
D8:38:FC:C8:60:28,DWW-SFS,[WEP][ESS],2023-3-5 2:27:30,1,-89,33.887690,-118.029570,20.6,80,WIFI
C0:EA:E4:17:D0:CB,sonicwall-D0CB,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,2,-88,33.887690,-118.029570,20.6,80,WIFI
D8:38:FC:48:60:29,DWW-Guest-Wifi,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,1,-91,33.887690,-118.029570,20.6,80,WIFI
4C:AB:F8:0C:DF:7A,Verizon_9KFYY4,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,1,-88,33.887690,-118.029570,20.6,80,WIFI
52:AB:F8:0C:DF:7A,Verizon_9KFYY4_Guest,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,1,-85,33.887690,-118.029570,20.6,80,WIFI
D8:38:FC:08:60:29,DWW-BC,[WEP][ESS],2023-3-5 2:27:30,1,-92,33.887690,-118.029570,20.6,80,WIFI
D8:38:FC:08:5C:F8,DWW-2.4,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,4,-86,33.887690,-118.029570,20.6,80,WIFI
D8:38:FC:88:5C:F8,DWW-SDI,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,4,-89,33.887690,-118.029570,20.6,80,WIFI
D8:38:FC:C8:5C:F8,DWW-SFS,[WEP][ESS],2023-3-5 2:27:30,4,-88,33.887690,-118.029570,20.6,80,WIFI
D8:38:FC:08:5C:F9,DWW-BC,[WEP][ESS],2023-3-5 2:27:30,4,-87,33.887690,-118.029570,20.6,80,WIFI
00:04:F3:1A:96:80,xbee-0004F31A9680,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,6,-80,33.887690,-118.029570,20.6,80,WIFI
84:A0:6E:CA:13:16,Affluent-2G,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,6,-69,33.887690,-118.029570,20.6,80,WIFI
B8:66:85:CD:4A:E6,MySpectrumWiFie0-2G,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,6,-77,33.887690,-118.029570,20.6,80,WIFI
68:FF:7B:72:94:04,TP-LINK_Smart Plug_9404,D8:0D:17:C5:5C:0E,TP-LINK_Smart Plug_5C0E,00:30:44:62:91:D7,KIMSBY HOUSE 2G,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,6,-90,33.887690,-118.029570,20.6,80,WIFI
D8:38:FC:48:5C:88,DWW-BC2,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,7,-86,33.887690,-118.029570,20.6,80,WIFI
D8:38:FC:C8:5C:88,DWW-SFS,[WEP][ESS],2023-3-5 2:27:30,7,-87,33.887690,-118.029570,20.6,80,WIFI
D8:38:FC:0A:7E:98,DWW-2.4,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,7,-85,33.887690,-118.029570,20.6,80,WIFI
D8:38:FC:4A:7E:98,DWW-BC2,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,7,-83,33.887690,-118.029570,20.6,80,WIFI
D8:38:FC:8A:7E:98,DWW-SDI,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,7,-84,33.887690,-118.029570,20.6,80,WIFI
D8:38:FC:CA:7E:98,DWW-SFS,[WEP][ESS],2023-3-5 2:27:30,7,-80,33.887690,-118.029570,20.6,80,WIFI
D8:38:FC:0A:7E:99,DWW-BC,[WEP][ESS],2023-3-5 2:27:30,7,-84,33.887690,-118.029570,20.6,80,WIFI
D8:38:FC:4A:7E:99,DWW-Guest-Wifi,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,7,-83,33.887690,-118.029570,20.6,80,WIFI
E6:CB:BC:91:97:63,smll,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,1,-72,33.887690,-118.029570,20.6,80,WIFI
EA:CB:BC:91:97:63,notes,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,1,-72,33.887690,-118.029570,20.6,80,WIFI
EE:CB:BC:91:97:63,sip,[ESS],2023-3-5 2:27:30,1,-72,33.887690,-118.029570,20.6,80,WIFI
1C:B9:C4:7B:D5:93,Recover.Me-3BD590,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,9,-87,33.887690,-118.029570,20.6,80,WIFI
84:BB:69:B4:75:E2,Frontier5120,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,11,-85,33.887690,-118.029570,20.6,80,WIFI
A8:97:CD:CA:61:80,Frontier0576,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,11,-80,33.887690,-118.029570,20.6,80,WIFI
0E:8D:9B:DF:BA:91,MVP-West Employee,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,11,-83,33.887690,-118.029570,20.6,80,WIFI
0E:8D:9B:DF:BA:92,MVP-West Guest,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,11,-83,33.887690,-118.029570,20.6,80,WIFI
98:F7:81:E3:7A:D2,Frontier3040,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,11,-88,33.887690,-118.029570,20.6,80,WIFI
EA:CB:BC:91:55:B2,notes,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,11,-85,33.887690,-118.029570,20.6,80,WIFI
E0:CB:BC:91:97:63,Starbucks WiFi,[ESS],2023-3-5 2:27:30,1,-72,33.887690,-118.029570,20.6,80,WIFI
E6:CB:BC:91:97:63,smll,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,1,-70,33.887690,-118.029570,20.6,80,WIFI
EA:CB:BC:91:97:63,notes,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,1,-70,33.887690,-118.029570,20.6,80,WIFI
EE:CB:BC:91:97:63,sip,[ESS],2023-3-5 2:27:30,1,-71,33.887690,-118.029570,20.6,80,WIFI
00:80:AE:C0:83:81,hug2g843283,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,1,-80,33.887690,-118.029570,20.6,80,WIFI
B0:39:56:A7:00:DD,Frontier8212,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,1,-82,33.887690,-118.029570,20.6,80,WIFI
4C:AB:F8:0C:DF:7A,Verizon_9KFYY4,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,1,-89,33.887690,-118.029570,20.6,80,WIFI
04:18:D6:C2:29:AF,DWW-IT-WiFi-Extender,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,1,-84,33.887690,-118.029570,20.6,80,WIFI
E8:48:B8:10:DC:34,TP-Link_DC34,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,2,-83,33.887690,-118.029570,20.6,80,WIFI
C0:EA:E4:17:D0:CB,sonicwall-D0CB,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,2,-89,33.887690,-118.029570,20.6,80,WIFI
D8:38:FC:48:5C:F9,DWW-Guest-Wifi,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,4,-90,33.887690,-118.029570,20.6,80,WIFI
E8:1D:A8:3D:8B:58,DWW-2.4,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,4,-80,33.887690,-118.029570,20.6,80,WIFI
E8:1D:A8:7D:8B:58,DWW-BC2,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,4,-80,33.887690,-118.029570,20.6,80,WIFI
E8:1D:A8:BD:8B:58,DWW-SDI,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,4,-80,33.887690,-118.029570,20.6,80,WIFI
E8:1D:A8:FD:8B:58,DWW-SFS,[WEP][ESS],2023-3-5 2:27:30,4,-80,33.887690,-118.029570,20.6,80,WIFI
E8:1D:A8:3D:8B:59,DWW-BC,[WEP][ESS],2023-3-5 2:27:30,4,-80,33.887690,-118.029570,20.6,80,WIFI
E8:1D:A8:7D:8B:59,DWW-Guest-Wifi,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,4,-79,33.887690,-118.029570,20.6,80,WIFI
00:04:F3:1A:96:80,xbee-0004F31A9680,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,6,-84,33.887690,-118.029570,20.6,80,WIFI
B8:66:85:CD:4A:E6,MySpectrumWiFie0-2G,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,6,-79,33.887690,-118.029570,20.6,80,WIFI
84:A0:6E:CA:13:16,Affluent-2G,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,6,-69,33.887690,-118.029570,20.6,80,WIFI
D8:0D:17:C5:5C:0E,TP-LINK_Smart Plug_5C0E,00:30:44:62:91:D7,KIMSBY HOUSE 2G,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,6,-92,33.887690,-118.029570,20.6,80,WIFI
68:FF:7B:72:94:04,TP-LINK_Smart Plug_9404,D8:38:FC:08:60:28,DWW-2.4,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,1,-91,33.887690,-118.029570,20.6,80,WIFI
D8:38:FC:88:60:28,DWW-SDI,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,1,-92,33.887690,-118.029570,20.6,80,WIFI
D8:38:FC:08:60:29,DWW-BC,[WEP][ESS],2023-3-5 2:27:30,1,-91,33.887690,-118.029570,20.6,80,WIFI
D8:38:FC:48:60:29,DWW-Guest-Wifi,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,1,-94,33.887690,-118.029570,20.6,80,WIFI
D8:38:FC:48:60:28,DWW-BC2,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,1,-92,33.887690,-118.029570,20.6,80,WIFI
D8:38:FC:C8:60:28,DWW-SFS,[WEP][ESS],2023-3-5 2:27:30,1,-92,33.887690,-118.029570,20.6,80,WIFI
84:BB:69:B4:75:E2,Frontier5120,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,11,-83,33.887690,-118.029570,20.6,80,WIFI
A8:97:CD:CA:61:80,Frontier0576,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,11,-83,33.887690,-118.029570,20.6,80,WIFI
0E:8D:9B:DF:BA:91,MVP-West Employee,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 2:27:30,11,-84,33.887690,-118.029570,20.6,80,WIFI
